ID,amount,Interest_rate_spread,loan_limit,loan_purpose,property_value,income,Gender,business_or_commercial,default
142472,136500,-0.2805,cf,no info,258000,,Sex Not Available,nob/c,0
53484,236500,,cf,p1,,4080,Male,nob/c,1
136489,476500,0.4494,cf,p1,558000,7980,Non-binary,nob/c,0
57570,316500,1.2538,cf,p3,418000,10080,Male,nob/c,0
98197,266500,0.5072,cf,p1,298000,4500,Female,nob/c,0
94036,326500,0.04,cf,p3,578000,4740,Sex Not Available,nob/c,0
138400,326500,-0.123,cf,p1,538000,5340,Non-binary,nob/c,0
157792,226500,,cf,no info,328000,4860,Sex Not Available,nob/c,1
96273,176500,0.3779,cf,p3,608000,5520,Male,nob/c,0
97454,196500,0.9078,cf,p3,308000,3720,Non-binary,b/c,0
125035,236500,-0.4574,cf,p1,238000,4380,Male,nob/c,0
135398,96500,,cf,p3,118000,2460,Male,nob/c,1
72041,106500,0.3636,cf,no info,168000,4800,Male,nob/c,0
85873,156500,,ncf,p1,388000,3900,Non-binary,nob/c,1
51949,116500,0.8533,cf,p3,198000,2460,Sex Not Available,nob/c,0
164976,1006500,-0.0976,ncf,no info,3208000,23100,Non-binary,nob/c,0
67287,576500,-0.4074,cf,no info,688000,,Non-binary,nob/c,0
25761,196500,,cf,no info,,2520,Sex Not Available,nob/c,1
93371,356500,0.1223,cf,no info,438000,,Male,b/c,0
99532,446500,0.6123,cf,no info,558000,,Non-binary,b/c,0
136761,306500,0.1904,cf,no info,348000,7680,Non-binary,nob/c,0
74334,326500,0.4841,cf,p3,508000,7560,Non-binary,nob/c,0
104784,266500,0.5346,cf,no info,298000,7020,Male,b/c,0
170061,596500,0.3777,cf,p3,2008000,10200,Female,nob/c,0
124405,326500,0.5946,cf,p1,338000,4800,Male,nob/c,0
53749,166500,,cf,p3,,5100,Male,nob/c,1
70648,206500,0.0694,cf,p1,318000,3960,Sex Not Available,nob/c,0
141630,316500,0.377,cf,no info,558000,4860,Non-binary,nob/c,0
51391,156500,1.0644,cf,p3,278000,2700,Non-binary,nob/c,0
110144,526500,0.0161,cf,no info,798000,5400,Male,nob/c,0
173438,226500,,cf,p3,,4920,Sex Not Available,nob/c,1
64861,456500,-0.1096,cf,p1,658000,10380,Female,nob/c,0
142534,326500,0.8843,cf,p3,548000,5520,Non-binary,nob/c,0
151503,126500,0.4507,cf,no info,208000,1740,Male,nob/c,0
113711,316500,0.0054,cf,no info,448000,5940,Sex Not Available,nob/c,0
171134,566500,0.2756,cf,no info,1268000,13500,Sex Not Available,nob/c,0
130316,56500,1.4975,cf,p3,98000,1680,Sex Not Available,nob/c,0
111285,126500,0.6849,cf,p1,128000,2460,Non-binary,b/c,0
131304,456500,0.408,cf,no info,708000,7800,Non-binary,nob/c,0
90309,516500,-0.0437,cf,p3,818000,11040,Non-binary,nob/c,0
104428,296500,-0.842,cf,no info,318000,,Male,nob/c,0
54183,406500,0.3384,cf,p1,428000,7920,Female,nob/c,0
163771,186500,0.2866,cf,p3,418000,1860,Female,nob/c,0
153215,486500,1.0045,cf,no info,668000,7140,Sex Not Available,nob/c,0
63716,126500,,cf,no info,,2760,Female,nob/c,1
155710,296500,,cf,p1,,6060,Non-binary,nob/c,1
68236,546500,0.243,cf,p1,728000,7020,Female,nob/c,0
59168,426500,-0.368,cf,p1,428000,7380,Non-binary,nob/c,0
154884,316500,0.1991,cf,p1,418000,6900,Male,nob/c,0
98059,106500,1.297,cf,no info,158000,2760,Female,nob/c,0
78391,186500,0.3931,cf,no info,268000,4560,Sex Not Available,nob/c,0
127580,356500,-0.554,cf,no info,558000,,Non-binary,nob/c,0
43006,56500,,cf,p3,228000,780,Sex Not Available,b/c,1
83246,236500,0.101,cf,p1,588000,6000,Female,nob/c,0
136267,166500,1.4736,cf,p3,228000,7200,Sex Not Available,nob/c,0
60995,586500,,ncf,p3,588000,5160,Male,nob/c,1
125486,476500,1.1955,cf,no info,568000,,Non-binary,b/c,0
60386,186500,0.9059,cf,p3,268000,4320,Female,nob/c,0
80063,236500,0.0192,cf,no info,308000,4920,Male,nob/c,0
139907,436500,-0.1993,ncf,no info,628000,6120,Female,nob/c,0
95376,696500,0.2271,cf,no info,928000,10380,Non-binary,nob/c,0
127923,106500,,cf,p1,128000,4080,Male,nob/c,1
150251,266500,0.6201,cf,p1,358000,9240,Sex Not Available,nob/c,0
124576,596500,0.1187,cf,no info,758000,8400,Non-binary,nob/c,0
91233,136500,,cf,p1,168000,5640,Sex Not Available,nob/c,1
156778,766500,0.0576,ncf,p1,908000,16260,Non-binary,nob/c,0
51549,426500,,cf,p1,718000,6900,Non-binary,nob/c,1
159838,136500,,cf,p3,178000,1800,Sex Not Available,nob/c,1
96589,846500,,cf,p3,828000,27900,Female,nob/c,1
54808,366500,0.0441,cf,no info,528000,9600,Non-binary,nob/c,0
56678,346500,0.0396,cf,p3,708000,4560,Female,nob/c,0
155174,196500,,cf,p3,248000,2700,Sex Not Available,nob/c,1
124218,386500,0.0047,cf,p3,768000,9180,Non-binary,nob/c,0
163981,146500,,cf,no info,168000,4320,Male,nob/c,1
88100,206500,0.7865,,p3,248000,6660,Male,b/c,0
31490,96500,0.8886,cf,p3,128000,1020,Female,b/c,0
150917,166500,0.9404,cf,p1,168000,2280,Female,b/c,0
118175,376500,0.231,cf,no info,478000,3540,Female,nob/c,0
124483,436500,0.2937,cf,p3,528000,7560,Non-binary,b/c,0
117788,326500,0.001,cf,p1,318000,7500,Male,nob/c,0
163655,86500,1.3968,,p1,88000,1680,Female,nob/c,0
49244,146500,,cf,p3,158000,6720,Sex Not Available,b/c,1
41710,106500,,cf,p3,118000,2100,Sex Not Available,nob/c,1
60821,736500,0.6223,ncf,p3,1498000,12600,Non-binary,b/c,0
70063,166500,0.2354,cf,no info,498000,3540,Female,nob/c,0
60498,536500,-0.115,cf,no info,718000,8460,Non-binary,nob/c,0
92586,196500,0.9283,cf,p1,248000,3000,Male,nob/c,0
48333,686500,,cf,no info,1158000,14400,Male,nob/c,1
83405,556500,0.295,cf,p3,1308000,6660,Male,nob/c,0
98581,126500,-0.1491,cf,p1,168000,4980,Female,nob/c,0
43554,186500,0.4938,cf,p3,238000,5280,Non-binary,nob/c,0
39924,246500,-0.0585,cf,p1,308000,8160,Male,nob/c,0
98711,566500,0.1666,cf,p3,958000,6180,Sex Not Available,nob/c,0
126439,206500,0.1698,cf,no info,308000,3900,Male,nob/c,0
53925,686500,-0.6141,ncf,no info,828000,,Non-binary,nob/c,0
137152,226500,-0.2761,cf,p1,668000,16320,Non-binary,nob/c,0
141648,216500,,cf,no info,,4800,Non-binary,nob/c,1
84969,176500,0.7182,cf,p1,178000,3000,Non-binary,b/c,0
140989,326500,,cf,p1,368000,17820,Sex Not Available,nob/c,1
30032,446500,-0.0042,cf,no info,568000,7980,Sex Not Available,nob/c,0
86694,606500,0.5505,cf,p3,958000,8640,Male,nob/c,0
117109,676500,,ncf,p3,1198000,15480,Sex Not Available,nob/c,1
31053,386500,-0.0121,cf,p3,808000,4620,Female,nob/c,0
37802,536500,0.071,cf,p1,568000,11100,Male,nob/c,0
45315,546500,0.1564,cf,p1,608000,6060,Male,nob/c,0
111673,366500,-0.1123,cf,no info,508000,5460,Male,nob/c,0
64213,456500,1.456,cf,p2,608000,49680,Sex Not Available,nob/c,0
140756,316500,0.6955,ncf,p3,458000,5940,Male,nob/c,0
65359,306500,-0.0591,cf,no info,1058000,6600,Sex Not Available,nob/c,0
69230,236500,-0.1535,cf,p3,518000,7140,Non-binary,nob/c,0
58546,506500,-0.072,cf,no info,708000,6900,Female,nob/c,0
86425,466500,-0.0758,cf,no info,658000,13080,Male,nob/c,0
35011,206500,0.4742,cf,p3,268000,2220,Sex Not Available,nob/c,0
149089,486500,-0.0275,cf,no info,708000,6000,Female,nob/c,0
151782,426500,-0.173,cf,no info,648000,5280,Male,nob/c,0
147489,146500,,cf,no info,178000,6120,Sex Not Available,nob/c,1
74439,176500,0.7169,cf,p3,418000,3420,Non-binary,nob/c,0
137749,196500,0.497,cf,p3,318000,2040,Sex Not Available,nob/c,0
165778,236500,-0.173,cf,p1,298000,17760,Non-binary,nob/c,0
27724,66500,,cf,p1,78000,15360,Male,nob/c,1
107690,556500,-0.063,cf,no info,998000,10920,Male,nob/c,0
143069,486500,,cf,no info,888000,7140,Female,nob/c,1
115994,366500,0.2339,cf,no info,838000,7500,Female,nob/c,0
83279,516500,0.5068,cf,no info,578000,21300,Non-binary,nob/c,0
151751,196500,0.9756,cf,p3,338000,3240,Non-binary,nob/c,0
152728,366500,0.2365,cf,p1,458000,6060,Non-binary,nob/c,0
132511,416500,-0.1601,cf,p1,418000,6480,Male,nob/c,0
101099,466500,0.1839,cf,p3,628000,6840,Male,nob/c,0
120257,346500,0.6867,cf,p1,358000,4980,Male,b/c,0
138751,456500,0.169,cf,no info,508000,5160,Non-binary,nob/c,0
108777,726500,-0.028,cf,no info,998000,16620,Non-binary,nob/c,0
131327,486500,0.6283,cf,p3,1178000,6660,Sex Not Available,nob/c,0
118446,196500,0.7861,cf,p1,208000,4800,Female,b/c,0
129370,666500,-0.6648,ncf,no info,738000,,Non-binary,nob/c,0
62434,336500,-0.148,cf,no info,398000,6960,Sex Not Available,nob/c,0
166621,66500,1.419,cf,p3,98000,1080,Female,nob/c,0
99292,276500,0.5645,cf,p1,288000,5280,Sex Not Available,nob/c,0
28011,106500,,cf,no info,,3600,Male,nob/c,1
155169,266500,-0.1258,cf,no info,368000,6060,Sex Not Available,nob/c,0
51085,496500,0.1125,cf,no info,708000,7800,Non-binary,nob/c,0
155797,276500,1.4702,cf,p3,378000,3900,Sex Not Available,nob/c,0
156939,576500,,cf,p1,778000,7320,Male,nob/c,1
136690,306500,0.9623,cf,p3,388000,5040,Male,nob/c,0
51591,266500,0.823,cf,p3,328000,3540,Non-binary,b/c,0
161600,316500,0.7705,cf,p1,428000,6000,Sex Not Available,nob/c,0
140725,246500,1.0103,cf,p3,318000,4200,Male,nob/c,0
120313,386500,-0.1122,cf,no info,578000,8520,Non-binary,nob/c,0
159189,366500,0.0977,cf,p1,408000,6840,Non-binary,nob/c,0
148718,226500,,cf,no info,468000,3780,Male,nob/c,1
113164,96500,0.6642,cf,p3,128000,3060,Sex Not Available,nob/c,0
38605,106500,1.1113,cf,p3,318000,3540,Sex Not Available,nob/c,0
110606,676500,,cf,p1,908000,16500,Non-binary,nob/c,1
140065,146500,,cf,p1,,2040,Male,nob/c,1
71129,586500,0.7786,cf,no info,598000,9000,Non-binary,b/c,0
108613,166500,0.6859,cf,p3,208000,3240,Sex Not Available,nob/c,0
101664,436500,0.3924,,no info,498000,7200,Male,nob/c,0
102029,246500,0.1614,cf,p3,418000,4620,Female,nob/c,0
136547,156500,0.8193,cf,no info,208000,2460,Female,nob/c,0
33551,136500,0.7395,cf,no info,178000,2280,Male,nob/c,0
121065,196500,,cf,p3,298000,10260,Male,b/c,1
41551,926500,-0.1848,ncf,p1,1158000,13200,Male,nob/c,0
127846,296500,0.7327,cf,no info,388000,6720,Sex Not Available,nob/c,0
86818,486500,,cf,p3,708000,5040,Male,nob/c,1
173384,276500,,cf,p3,368000,2880,Female,nob/c,1
117857,276500,0.8083,cf,p3,268000,6420,Sex Not Available,nob/c,0
152233,266500,-0.0346,cf,p3,298000,4980,Male,nob/c,0
96732,376500,0.0272,cf,p3,918000,4200,Male,nob/c,0
36018,486500,0.2411,cf,p1,608000,9000,Male,nob/c,0
131510,136500,1.1088,cf,p3,218000,6180,Non-binary,nob/c,0
38453,316500,-0.4154,cf,no info,338000,,Male,nob/c,0
158555,96500,,cf,p1,128000,4620,Sex Not Available,nob/c,1
113985,326500,0.1695,cf,p1,348000,4980,Male,nob/c,0
159557,486500,-0.138,cf,p3,928000,15300,Non-binary,nob/c,0
90373,266500,0.8966,cf,p3,408000,10080,Non-binary,nob/c,0
163285,306500,-0.5326,cf,no info,558000,,Non-binary,nob/c,0
129559,226500,0.3445,cf,p3,318000,3120,Female,nob/c,0
86471,176500,1.1899,cf,p3,208000,6720,Female,b/c,0
96547,256500,,cf,no info,,0,Male,b/c,1
134673,236500,0.8413,cf,p3,288000,4680,Female,nob/c,0
62710,366500,0.193,cf,p3,368000,6060,Sex Not Available,nob/c,0
148293,406500,1.252,cf,no info,598000,10500,Sex Not Available,nob/c,0
80712,186500,0.1105,ncf,no info,748000,3900,Female,nob/c,0
146714,586500,0.2971,cf,p3,858000,11760,Non-binary,nob/c,0
25012,296500,0.5813,ncf,p1,318000,3840,Non-binary,nob/c,0
134908,106500,,cf,p3,298000,2100,Female,nob/c,1
108987,216500,1.2487,cf,no info,218000,,Non-binary,b/c,0
158752,246500,,cf,p3,,3600,Sex Not Available,nob/c,1
50220,376500,1.4176,cf,p3,468000,5100,Non-binary,b/c,0
153539,136500,,cf,p1,238000,3900,Female,nob/c,1
45902,386500,0.1038,cf,p3,528000,7440,Non-binary,nob/c,0
49153,56500,,cf,p2,208000,1260,Female,b/c,1
153566,316500,,cf,p3,348000,7260,Sex Not Available,b/c,1
107251,106500,1.3215,cf,p3,158000,2340,Male,nob/c,0
166703,536500,-0.2178,cf,no info,638000,11160,Non-binary,nob/c,0
132885,76500,0.2334,cf,no info,88000,,Male,nob/c,0
112409,96500,1.3108,cf,p3,148000,1680,Male,nob/c,0
67505,196500,1.1118,cf,p3,328000,5940,Non-binary,nob/c,0
109966,346500,0.612,cf,no info,508000,14520,Male,nob/c,0
56815,106500,0.647,cf,p3,158000,1800,Female,nob/c,0
159703,116500,,cf,p3,128000,1320,Male,nob/c,1
166879,536500,0.0536,cf,no info,638000,7560,Male,nob/c,0
49450,366500,0.0706,ncf,p3,478000,7140,Non-binary,nob/c,0
150126,356500,0.1518,cf,no info,378000,6300,Non-binary,nob/c,0
145808,346500,0.2282,cf,p3,478000,7680,Non-binary,nob/c,0
112179,446500,-0.0913,cf,no info,888000,7140,Non-binary,nob/c,0
173538,306500,0.1621,cf,p3,388000,2700,Non-binary,nob/c,0
80224,576500,-0.2661,cf,no info,788000,6840,Female,nob/c,0
122878,216500,0.5785,cf,no info,258000,4380,Male,nob/c,0
42675,246500,0.0905,cf,p3,308000,7380,Male,nob/c,0
39193,326500,,cf,p3,408000,660,Sex Not Available,b/c,1
116086,106500,1.3142,cf,p2,148000,2700,Non-binary,nob/c,0
87963,386500,0.3641,cf,p3,548000,12060,Male,nob/c,0
97484,506500,-0.1171,cf,p2,1428000,4560,Male,nob/c,0
164355,616500,0.1155,cf,p1,648000,12720,Non-binary,nob/c,0
114193,386500,,,no info,528000,11700,Sex Not Available,nob/c,1
107057,476500,-0.3006,cf,no info,978000,25380,Non-binary,nob/c,0
100252,516500,,cf,p1,,6240,Male,nob/c,1
129575,236500,0.7535,cf,no info,288000,,Sex Not Available,b/c,0
33892,236500,0.2814,cf,no info,328000,6900,Female,nob/c,0
45926,316500,0.1657,cf,no info,378000,3960,Female,nob/c,0
55037,416500,0.8179,cf,no info,438000,9000,Sex Not Available,nob/c,0
155498,476500,,cf,no info,568000,11400,Male,nob/c,1
54418,226500,0.4466,cf,no info,288000,6660,Sex Not Available,b/c,0
170904,596500,-0.8736,cf,no info,748000,,Non-binary,nob/c,0
79186,236500,-0.0295,cf,no info,358000,4020,Female,nob/c,0
101785,186500,1.3603,cf,p3,238000,10920,Sex Not Available,nob/c,0
154485,336500,0.2408,cf,no info,428000,4200,Female,nob/c,0
79812,126500,1.2268,,p1,128000,4620,Sex Not Available,nob/c,0
155277,146500,,cf,p3,228000,1020,Sex Not Available,b/c,1
78507,306500,0.0778,cf,no info,458000,4200,Female,nob/c,0
31835,606500,,cf,no info,,11820,Male,nob/c,1
141513,296500,0.4023,cf,p3,368000,3240,Female,nob/c,0
76255,396500,0.3269,cf,no info,538000,7200,Male,nob/c,0
101318,906500,,ncf,p1,1228000,11640,Male,nob/c,1
102513,466500,,cf,no info,,5040,Male,nob/c,1
53710,376500,,cf,p3,508000,1260,Female,nob/c,1
136394,176500,0.7332,cf,p1,178000,4140,Sex Not Available,nob/c,0
153964,356500,-0.083,cf,no info,748000,12360,Non-binary,nob/c,0
40070,316500,0.2681,cf,no info,338000,5940,Male,nob/c,0
120843,416500,0.1936,cf,no info,658000,4680,Sex Not Available,nob/c,0
151997,296500,,cf,p3,288000,,Sex Not Available,b/c,1
156337,626500,0.4831,ncf,no info,758000,5880,Female,nob/c,0
81264,346500,0.5355,cf,p3,518000,3900,Male,nob/c,0
126918,76500,,cf,no info,198000,1320,Sex Not Available,nob/c,1
127869,336500,0.4286,cf,no info,478000,18900,Non-binary,nob/c,0
160796,126500,0.007,cf,no info,558000,5160,Sex Not Available,nob/c,0
125719,176500,0.7579,cf,p1,178000,2400,Male,b/c,0
141888,186500,0.8763,cf,p1,258000,6840,Male,nob/c,0
161482,696500,0.1623,cf,p3,1178000,13260,Non-binary,nob/c,0
139036,236500,,cf,no info,288000,6300,Sex Not Available,nob/c,1
88691,336500,0.3057,cf,no info,568000,12420,Male,nob/c,0
52721,446500,0.5667,cf,p3,598000,10740,Male,nob/c,0
137009,376500,,cf,p3,508000,0,Non-binary,nob/c,1
52559,206500,0.4786,cf,p3,308000,2940,Non-binary,nob/c,0
51491,106500,,cf,p3,118000,1320,Male,b/c,1
90217,326500,0.8959,cf,no info,348000,,Female,b/c,0
42238,356500,0.1795,cf,p1,408000,6660,Male,nob/c,0
40085,476500,0.535,,p3,598000,6780,Male,nob/c,0
137218,396500,-0.0709,cf,no info,498000,9480,Non-binary,nob/c,0
38757,416500,,cf,p3,558000,2880,Female,nob/c,1
104602,626500,,ncf,p3,1008000,11520,Male,nob/c,1
92729,226500,1.1071,ncf,p1,278000,5340,Male,nob/c,0
113550,426500,0.1847,cf,no info,498000,,Non-binary,b/c,0
94238,286500,-0.0057,cf,p3,528000,5400,Non-binary,nob/c,0
60638,136500,,cf,p3,,4980,Male,nob/c,1
162488,136500,1.4074,cf,p1,138000,4140,Non-binary,b/c,0
58319,266500,0.2842,cf,p3,488000,7020,Sex Not Available,nob/c,0
33116,396500,1.0682,cf,p3,538000,13620,Non-binary,nob/c,0
56855,176500,1.4261,cf,p3,268000,1920,Non-binary,nob/c,0
82465,56500,1.8,cf,p3,128000,960,Non-binary,b/c,0
151894,286500,0.3207,cf,p3,408000,9060,Sex Not Available,nob/c,0
99460,476500,0.7954,cf,p1,688000,13740,Sex Not Available,nob/c,0
99602,216500,,cf,no info,238000,,Male,b/c,1
43286,586500,-0.3503,cf,no info,668000,,Non-binary,nob/c,0
73512,336500,-0.001,cf,no info,508000,7200,Non-binary,nob/c,0
160070,396500,,cf,p3,408000,7380,Non-binary,nob/c,1
68755,236500,0.2613,cf,no info,368000,21660,Male,nob/c,0
35761,196500,0.7809,cf,p1,208000,3840,Female,nob/c,0
150049,156500,1.0518,cf,p3,248000,5580,Non-binary,nob/c,0
82901,76500,,cf,p2,408000,1320,Female,nob/c,1
168248,276500,-0.5192,cf,no info,358000,,Sex Not Available,nob/c,0
97789,556500,0.2038,cf,no info,758000,6600,Sex Not Available,nob/c,0
144331,416500,0.2601,cf,p1,528000,4500,Non-binary,nob/c,0
68855,386500,,cf,p3,,4500,Non-binary,b/c,1
137298,236500,0.3021,cf,p3,668000,5100,Female,nob/c,0
140524,486500,,cf,p3,658000,7080,Male,nob/c,1
83123,126500,1.2668,cf,p3,158000,5460,Male,b/c,0
84930,446500,0.2223,cf,no info,608000,4740,Male,nob/c,0
100926,426500,0.3324,cf,p1,448000,8880,Male,nob/c,0
155293,516500,0.2098,cf,no info,698000,13800,Non-binary,nob/c,0
112572,46500,,cf,no info,68000,1560,Female,b/c,1
121247,166500,0.7284,cf,p3,208000,3120,Male,b/c,0
70508,166500,1.4756,cf,p3,218000,4500,Sex Not Available,nob/c,0
145796,126500,1.4209,cf,p1,128000,3540,Non-binary,b/c,0
165172,536500,-0.7871,cf,no info,598000,,Non-binary,nob/c,0
128811,146500,,cf,no info,238000,2820,Female,b/c,1
27757,96500,0.8382,cf,p3,128000,2760,Female,b/c,0
165436,186500,,cf,p3,,8700,Sex Not Available,nob/c,1
171717,606500,1.2165,cf,no info,758000,12840,Female,nob/c,0
62720,556500,0.5657,cf,no info,638000,8760,Non-binary,nob/c,0
111324,306500,1.4093,cf,p1,318000,8280,Female,b/c,0
133828,536500,,cf,p1,638000,6180,Female,nob/c,1
65914,456500,-0.0824,ncf,p3,878000,8520,Male,nob/c,0
160370,466500,0.0383,cf,p1,588000,15240,Non-binary,nob/c,0
125034,246500,0.3393,cf,p3,278000,8280,Non-binary,nob/c,0
63457,156500,,cf,p3,,3600,Non-binary,b/c,1
66351,156500,,cf,p3,,2760,Sex Not Available,nob/c,1
151608,166500,0.6723,cf,p3,178000,3720,Sex Not Available,nob/c,0
97471,436500,0.1173,cf,no info,588000,14580,Sex Not Available,nob/c,0
126842,86500,,cf,p1,,0,Female,nob/c,1
138012,516500,0.3987,cf,no info,558000,6960,Non-binary,nob/c,0
41840,286500,0.2414,cf,p1,288000,3240,Male,nob/c,0
155316,206500,-0.6658,cf,no info,208000,,Male,nob/c,0
74038,316500,0.197,ncf,p3,628000,5820,Non-binary,nob/c,0
137475,216500,,cf,p1,218000,4380,Sex Not Available,b/c,1
152850,126500,0.4503,cf,p3,328000,3780,Sex Not Available,nob/c,0
146459,296500,-0.2733,cf,p3,358000,6900,Male,nob/c,0
159323,136500,0.2649,cf,p3,268000,1920,Male,nob/c,0
37371,356500,0.4591,cf,p1,368000,3840,Sex Not Available,nob/c,0
60930,526500,0.2414,cf,no info,788000,13620,Non-binary,nob/c,0
83674,166500,0.8147,ncf,no info,358000,6000,Sex Not Available,nob/c,0
109085,326500,1.2992,cf,p3,458000,7440,Sex Not Available,nob/c,0
164254,116500,0.9784,cf,p3,148000,2040,Non-binary,b/c,0
148374,156500,,cf,p2,,1500,Male,nob/c,1
30871,566500,0.384,cf,p1,588000,8520,Female,b/c,0
155085,106500,,cf,p1,138000,4500,Non-binary,nob/c,1
118460,336500,0.3333,cf,no info,488000,8220,Non-binary,nob/c,0
72725,616500,,cf,no info,,8700,Male,nob/c,1
37874,296500,1.847,cf,no info,318000,,Sex Not Available,b/c,0
167884,336500,-0.0979,cf,p1,448000,11520,Non-binary,nob/c,0
81244,236500,0.6336,cf,p1,248000,4200,Non-binary,nob/c,0
88010,246500,0.2943,cf,p1,328000,43500,Non-binary,nob/c,0
32904,476500,0.5233,cf,no info,548000,8760,Female,nob/c,0
66020,276500,1.3881,cf,p3,338000,7140,Non-binary,b/c,0
97055,186500,0.2875,cf,p3,248000,1920,Non-binary,b/c,0
36057,266500,0.5474,cf,p3,298000,7380,Male,nob/c,0
121016,486500,,cf,p2,788000,6540,Male,nob/c,1
107242,306500,0.4306,cf,no info,598000,7920,Male,nob/c,0
35289,296500,0.1837,cf,p3,398000,4560,Female,nob/c,0
135074,476500,0.2379,cf,no info,688000,10920,Non-binary,nob/c,0
116024,406500,0.032,cf,no info,538000,9000,Male,nob/c,0
27024,366500,1.5205,cf,p1,378000,6300,Non-binary,b/c,0
34545,476500,,cf,p3,838000,10440,Sex Not Available,nob/c,1
94515,306500,0.433,cf,p1,338000,6300,Male,nob/c,0
111952,176500,1.1803,cf,no info,208000,2820,Sex Not Available,nob/c,0
36787,586500,0.082,cf,p3,818000,8160,Male,nob/c,0
109760,296500,,cf,no info,,7920,Female,nob/c,1
84227,116500,,cf,p3,658000,1500,Male,nob/c,1
52407,316500,1.0736,cf,p1,428000,14280,Non-binary,nob/c,0
61168,666500,,cf,p3,958000,30600,Male,nob/c,1
146721,456500,0.3041,cf,no info,778000,6840,Sex Not Available,nob/c,0
40246,136500,0.6346,cf,no info,358000,5100,Non-binary,nob/c,0
72997,606500,0.1253,cf,no info,1108000,10380,Male,nob/c,0
126065,306500,0.1467,cf,no info,408000,12240,Male,nob/c,0
118067,166500,0.7103,cf,no info,408000,5820,Sex Not Available,nob/c,0
79484,346500,0.795,ncf,p1,358000,6060,Non-binary,b/c,0
46691,716500,-0.1583,cf,p1,708000,10560,Male,nob/c,0
159367,186500,,cf,p3,,1620,Male,nob/c,1
71093,156500,0.2406,,no info,378000,4020,Sex Not Available,nob/c,0
135375,726500,0.4488,cf,p3,1258000,7740,Male,nob/c,0
83029,286500,0.2972,cf,p1,308000,3540,Non-binary,nob/c,0
100535,436500,-0.0783,cf,p1,548000,12180,Sex Not Available,nob/c,0
53764,556500,,ncf,p3,688000,7440,Female,b/c,1
154975,196500,0.1914,cf,no info,338000,3180,Male,nob/c,0
47833,376500,1.1166,cf,p1,398000,6120,Non-binary,nob/c,0
62927,386500,-0.088,cf,no info,498000,9600,Female,nob/c,0
55792,326500,-0.0175,cf,p1,338000,3840,Female,nob/c,0
70807,476500,,cf,no info,538000,9600,Sex Not Available,nob/c,1
155282,666500,0.3011,cf,no info,788000,18060,Non-binary,nob/c,0
64103,236500,0.2899,cf,no info,358000,13320,Male,nob/c,0
